title,description,index
#1 Cheerleader Camp (2010),Comedy,1
#chicagoGirl: The Social Network Takes on a Dictator (2013),Documentary|Action|Drama,2
#Horror,"#Horror Inspired by actual events, a group of 12 year old girls face a night of horror when the compulsive addiction of an online social media game turns a moment of cyber bullying into a night of insanity. Death is trending.",3
#Horror (2015),Drama|Horror|Mystery,4
#Pellichoopulu (2016),Comedy|Drama|Romance,5
"$1,000 on the Black (1966)",Western,6
"$100,000 for Ringo (1965)",Drama|Western,7
$5 a Day (2008),Comedy|Drama,8
$50K and a Call Girl: A Love Story (2014),Action|Adventure|Comedy,9
$9.99 (2008),Animation|Drama|Fantasy,10
$ellebrity (2012),Documentary,11
"($1,971)",Comedy|Crime|Drama,12
(500) Days of Summer,"(500) Days of Summer Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life. It was almost like falling in love.",13
(500) Days of Summer (2009),Comedy|Drama|Romance,14
(A)sexual (2011),Documentary|Comedy|Drama,15
(Absolutions) Pipilotti's Mistakes (1988),Short,16
(Dis)Honesty: The Truth About Lies (2015),Documentary|Drama|News,17
(T)ERROR (2015),Documentary,18
(Ujjobu) Kamisari n?›n?› nichij?® (2014),Comedy,19
(Untitled) (2009),Comedy|Drama|Music,20
*batteries not included (1987),Comedy|Family|Fantasy,21
... E fuori nevica! (2014),Comedy,22
...All the Marbles (1981),Comedy|Drama|Sport,23
...And God Created Woman (1956),Drama|Romance,24
...and justice for all. (1979),Crime|Drama|Thriller,25
...and the Fifth Horseman Is Fear (1965),Drama|War,26
...And the Pursuit of Happiness (1986),Documentary,27
...And the Pursuit of Happiness (1986),Documentary,28
...E tu vivrai nel terrore! L'aldil¡‘ (1981),Horror,29
...ing (2003),Romance,30
...tick... tick... tick... (1970),Drama|Action,31
.45 (2006),Crime|Drama|Thriller,32
.45 (2006),Crime|Drama|Thriller,33
.hack//Liminality Vol. 1: In the Case of Mai Minase (2002),Animation|Short|Drama,34
[Anti]killer (2002),Action|Crime,35
[REC],[REC] A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying. One witness. One camera,36
[Rec] (2007),Horror|Mystery|Thriller,37
[Rec] (2007),Horror|Mystery|Thriller,38
[Rec] 2 (2009),Horror,39
[REC] 3: Genesis (2012),Horror|Romance,40
[REC] 4: Apocalypse (2014),Action|Horror,41
[REC]?ý,"[REC]?ý The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation. Fear Revisited",42
+1 (2013),Sci-Fi|Thriller,43
00 Schneider - Jagd auf Nihil Baxter (1994),Comedy,44
008: Operation Exterminate (1965),Action,45
009 Re: Cyborg (2012),Animation|Action|Sci-Fi,46
009-1: The End of the Beginning (2013),Action|Crime|Drama,47
06/05 (2004),Drama|Thriller,48
08/15 (1954),Drama|War,49
1 - Nenokkadine (2014),Action|Musical|Mystery,50
1 (2013),Documentary|History|Sport,51
1 1/2 Ritter - Auf der Suche nach der hinrei??enden Herzelinde (2008),Comedy,52
1 Chance 2 Dance (2014),Drama|Family,53
1 P.M. (1971),Documentary,54
"1,000 Times Good Night (2013)",Drama|War,55
"1,000 Times More Brutal (2012)",Action|Crime,56
10 (1979),Comedy|Romance,57
10 000 timmar (2014),Comedy,58
10 Attitudes (2001),Drama,59
10 Cent Pistol (2014),Crime|Thriller,60
10 Cloverfield Lane,"10 Cloverfield Lane After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there? Monsters come in many forms.",61
10 Cloverfield Lane (2016),Drama|Horror|Mystery,62
10 Days in a Madhouse,"10 Days in a Madhouse Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder. ",63
10 Items or Less (2006),Comedy|Drama,64
10 minuta (2002),Short|Drama|War,65
10 Mountains 10 Years (2010),Documentary,66
10 MPH (2007),Documentary,67
10 Questions for the Dalai Lama (2006),Documentary,68
10 Questions for the Dalai Lama (2006),Documentary,69
10 Rillington Place (1971),Biography|Crime|Drama,70
10 Rules for Sleeping Around (2013),Comedy|Romance,71
10 Things I Hate About You,"10 Things I Hate About You Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat. How do I loathe thee? Let me count the ways.",72
10 Things I Hate About You (1999),Comedy|Drama|Romance,73
10 to Midnight (1983),Crime|Drama|Thriller,74
10 Years (2011),Comedy|Drama|Romance,75
10%: What Makes a Hero? (2013),Documentary|Adventure|Biography,76
"10,000 BC (2008)",Action|Adventure|Drama,77
"10,000 BC (2008)",Action|Adventure|Drama,78
"10,000 Black Men Named George (2002)",Drama,79
"10,000 Days (2014)",Sci-Fi,80
"10,000 Dollars for a Massacre (1967)",Western,81
"10,000 Saints (2015)",Comedy|Drama|Music,82
10.0 Earthquake (2014),Action|Adventure|Drama,83
10.000 Km (2014),Comedy|Drama|Romance,84
10.5: Apocalypse,Drama|Sci-Fi|Thriller,85
10.5: Apocalypse,Drama|Sci-Fi|Thriller,86
10+10 (2011),,87
100 Bloody Acres (2012),Comedy|Horror,88
100 Days (1991),Horror|Romance|Thriller,89
100 Degrees Below Zero (2013),Action|Sci-Fi,90
100 Feet (2008),Horror|Mystery|Thriller,91
100 Ghost Street: The Return of Richard Speck (2012),Horror,92
100 Girls (2000),Comedy|Romance,93
100 gramm dlya khrabrosti (1977),Comedy,94
100 Million BC (2008),Action|Adventure|Sci-Fi,95
100 Rifles (1969),Adventure|Romance|War,96
100 Rifles (1969),Adventure|Romance|War,97
100 Ways to Murder Your Wife (1986),Comedy|Romance,98
100 Years at the Movies (1994),Documentary|Short,99
100 Years of Evil (2010),Adventure|Comedy|History,100
100 Yen: The Japanese Arcade Experience (2012),Documentary,101
100% cachemire (2013),Comedy,102
100% Love (2011),Comedy|Drama|Romance,103
1000 Journals (2007),Documentary,104
1000 to 1: The Cory Weissman Story (2014),Biography|Drama,105
1001 Gram (2014),Drama,106
101 ci qiu hun (2013),Romance,107
101 Dalmatians (1961),Animation|Adventure|Comedy,108
101 Dalmatians (1996),Adventure|Comedy|Crime,109
101 Reykjav¡_k (2000),Comedy|Romance,110
102 Dalmatians,"102 Dalmatians Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil Meet Two Unlikely Heroes With A Bone To Pick.",111
102 Dalmatians (2000),Adventure|Comedy|Family,112
102 Minutes That Changed America (2008),Documentary|History,113
1066: The Battle for Middle Earth,Action|History|War,114
10-eok (2009),Thriller,115
10th & Wolf,"10th & Wolf A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier. The Intersection Where Family, Honor and Betrayal Collide.",116
10th & Wolf (2006),Crime|Drama|Thriller,117
10th & Wolf (2006),Crime|Drama|Thriller,118
11 Harrowhouse (1974),Comedy|Crime|Thriller,119
11 minut (2015),Drama|Thriller,120
11 x 14 (1977),Drama,121
11.22.63,Drama|Mystery|Sci-Fi,122
11.6 (2013),Biography|Drama|Thriller,123
11/11/11 (2011),Horror|Thriller,124
11:11 (2004),Horror|Thriller,125
11:14 (2003),Comedy|Crime|Drama,126
11:59 (2005),Mystery|Sci-Fi|Thriller,127
11-11-11 (2011),Horror|Mystery|Thriller,128
112 Weddings,Documentary|Biography,129
12 (2007),Crime|Drama|Thriller,130
12 (2007),Crime|Drama|Thriller,131
12 + 1 (1969),Adventure|Comedy,132
12 and Holding (2005),Drama,133
12 Angry Men,"12 Angry Men The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other. Life is in their hands. Death is on their minds.",134
12 Angry Men (1957),Crime|Drama,135
12 Angry Men (1997),Crime|Drama,136
12 Dates of Christmas (2011),Comedy|Fantasy|Romance,137
12 Days of Terror (2004),Drama|Horror|Thriller,138
12 dicembre (1972),Documentary,139
12 Gifts of Christmas (2015),Comedy|Romance,140
12 in a Box (2007),Comedy,141
12 Meter ohne Kopf (2009),Adventure|Biography|Comedy,142
12 O'Clock Boys (2013),Documentary|Biography|Crime,143
12 Rounds,"12 Rounds When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die. Survive all 12",144
12 Rounds (2009),Action|Crime|Thriller,145
12 Rounds 2: Reloaded (2013),Action|Adventure|Thriller,146
12 Rounds 3: Lockdown (2015),Action|Crime|Thriller,147
12 Storeys (1997),Comedy|Drama,148
12 stulyev,Adventure|Comedy|Mystery,149
12 Wishes of Christmas (2011),Comedy|Fantasy,150
12 Years a Slave,"12 Years a Slave In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomonƒ??s chance meeting with a Canadian abolitionist will forever alter his life. The extraordinary true story of Solomon Northup",151
12 Years a Slave (2013),Biography|Drama|History,152
12:01 (1993),Comedy|Sci-Fi|Thriller,153
12:01 PM (1990),Sci-Fi|Short,154
12:08 East of Bucharest (2006),Comedy|Drama,155
120 (2008),Drama|History|War,156
127 Hours,127 Hours The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah. There is no force more powerful than the will to live.,157
127 Hours (2010),Adventure|Biography|Drama,158
12th & Delaware (2010),Documentary|Drama,159
13 (2010),Drama|Thriller,160
13 Cameras (2015),Drama|Horror,161
13 dies d'octubre (2015),Biography|Drama|History,162
13 Eerie (2013),Horror|Sci-Fi,163
13 Fighting Men (1960),Drama|War|Western,164
13 Frightened Girls (1963),Adventure|Comedy|Thriller,165
13 Ghosts (1960),Horror,166
13 Going on 30,"13 Going on 30 After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be! For some, 13 feels like it was just yesterday. For Jenna, it was.",167
13 Going on 30 (2004),Comedy|Fantasy|Romance,168
13 Hours (2016),Action|Drama|History,169
13 Hours in a Warehouse (2008),Horror|Thriller,170
13 Hours: The Secret Soldiers of Benghazi,"13 Hours: The Secret Soldiers of Benghazi An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos. When everything went wrong, six men had the courage to do what was right.",171
13 Lakes (2004),Documentary,172
13 Rue Madeleine (1946),Action|Adventure|Drama,173
13 Sins (2014),Horror|Thriller,174
13 Tzameti (2005),Crime|Drama|Thriller,175
13/13/13 (2013),Horror,176
13: Game of Death (2006),Comedy|Crime|Drama,177
13B: Fear Has a New Address (2009),Drama|Horror|Mystery,178
13th (2016),Documentary|Crime|History,179
14 Going on 30 (1988),Comedy|Family|Romance,180
1408 (2007),Fantasy|Horror,181
1492: Conquest of Paradise (1992),Adventure|Biography|Drama,182
15 (2005),Action|Drama,183
15 a?ños y un d?_a (2013),Drama,184
15 Minutes,"15 Minutes When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story."" America Likes to Watch",185
15 Minutes (2001),Action|Crime|Drama,186
15: The Movie (2003),Drama|Comedy,187
16 Acres (2012),Documentary|History|News,188
16 Blocks,"16 Blocks An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there. For a New York cop and his witness, the distance between life and death just got very short.",189
16 Blocks (2006),Action|Crime|Drama,190
16 to Life,16 to Life Romantic comedy. A small town teenager's angst about sexual inexperience drives a comic quest for love and understanding on a birthday to end all birthdays. ,191
16 to Life (2009),Comedy|Romance,192
16 Wishes (2010),Drama|Family|Fantasy,193
16 Years of Alcohol (2003),Crime|Drama,194
1612: Khroniki smutnogo vremeni (2007),Adventure|Drama|Fantasy,195
16-Love (2012),Comedy|Family|Romance,196
17 Again,"17 Again On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all. Who says you're only young once?",197
17 Again (2009),Comedy|Drama|Family,198
17 filles (2011),Drama,199
1724 gibangnandongsageon (2008),Action|Adventure|Comedy,200
1732 H¡?tten (1998),Thriller,201
1776 (1972),Drama|Family|History,202
17-sai no f??kei - Sh?®nen wa nani o mita no ka (2004),Drama,203
18 Again! (1988),Comedy|Fantasy|Romance,204
18 comidas (2010),Comedy|Drama,205
18 Fingers of Death! (2006),Action|Comedy,206
180†­ South (2010),Documentary|Drama|Sport,207
1812 God (1912),Drama|History,208
186 Dollars to Freedom (2012),Action|Drama,209
18-Year-Old Virgin (2009),Comedy,210
1900 (1976),Crime|Drama|History,211
1-900 (1994),Romance|Drama,212
1915 (2015),Drama,213
1920 (2008),Drama|Horror|Mystery,214
1920: Evil Returns (2012),Drama|Horror|Romance,215
1939: Hollywood's Greatest Year (2009),Documentary,216
1941 (1979),Action|Comedy|War,217
1942: A Love Story (1994),Romance|Action|Drama,218
1944 (2015),Drama|War,219
1968 Tunnel Rats (2008),Action|Drama|War,220
1969 (1988),Drama|War,221
1971 (2014),Documentary|History|Thriller,222
1981 (2009),Comedy|Drama|Romance,223
1984 (1956),Drama|Sci-Fi,224
1987 (2014),Biography|Comedy|Drama,225
1989 (2014),Documentary|History|Thriller,226
1990: The Bronx Warriors (1982),Action|Sci-Fi|Thriller,227
1991: The Year Punk Broke (1992),Documentary|History|Music,228
1st to Die (2003),Action|Thriller|Drama,229
2 (2007),Drama,230
2 + 2 (2012),Comedy,231
2 automnes 3 hivers (2013),Comedy,232
2 Coelhos (2012),Action|Thriller,233
2 Days in New York (2012),Comedy|Drama|Romance,234
2 Days in Paris (2007),Comedy|Drama|Romance,235
2 Days in the Valley (1996),Comedy|Crime|Thriller,236
2 Fast 2 Furious,"2 Fast 2 Furious It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down. How Fast Do You Want It?",237
2 Fast 2 Furious (2003),Action|Crime|Thriller,238
2 Filhos de Francisco: A Hist?_ria de Zez?? di Camargo & Luciano (2005),Biography|Drama|History,239
2 Filhos de Francisco: A Hist?_ria de Zez?? di Camargo & Luciano (2005),Biography|Drama|History,240
2 Friends (1986),Drama,241
2 Guns,"2 Guns A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from. 2 Guns, 1 Bank.",242
2 Guns (2013),Action|Comedy|Crime,243
2 Hours (2012),Short|Action|Horror,244
2 ou 3 choses que je sais d'elle (1967),Comedy|Drama,245
2 States (2014),Comedy|Drama|Romance,246
2 y??t?_ aamuun (2015),Drama|Romance,247
2:13 (2009),Mystery|Thriller,248
2:22 (2008),Crime|Drama|Thriller,249
2:37 (2006),Drama,250
20 anni (2012),Documentary,251
20 ans d'??cart (2013),Comedy|Romance,252
20 Dates,"20 Dates Myles is divorced in L.A. He wants a love life and a film career. So he decides to go on 20 dates and find true love in front of a camera, making his first feature. His patient agent, Richard, finds a $60,000 investor, the shadowy Elie. Myles starts his search, sometimes telling his date she's being filmed, sometimes not. Elie wants sex and titillation, Myles wants it ""real."" Myles regularly talks with his old film teacher, Robert McKee, who wonders if love is possible in modern life. Half-way through the 20 dates, Myles meets Elisabeth; she's everything he desires and she likes him. Can he finish the 20 dates, satisfy Elie, and complete his film without losing Elisabeth? A comedy so real you'll think it's fiction.",253
20 Dates (1998),Biography|Comedy|Romance,254
20 Feet from Stardom,"20 Feet from Stardom Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now. ",255
20 Ft Below: The Darkness Descending (2014),Thriller,256
20 Million Miles to Earth (1957),Fantasy|Horror|Sci-Fi,257
20 Seconds of Joy (2007),Documentary,258
20 Years After (2008),Drama|Fantasy|Sci-Fi,259
"20,000 Days on Earth (2014)",Documentary|Drama|Music,260
"20,000 Leagues Under the Sea",Adventure|Romance|Sci-Fi,261
"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo. The mightiest motion picture of them all!",262
"20,000 Leagues Under the Sea (1916)",Action|Adventure|Sci-Fi,263
"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Family,264
"20,000 Leagues Under the Sea (1997)",Adventure|Fantasy|Romance,265
"20,000 Years in Sing Sing (1932)",Crime|Drama|Film-Noir,266
200 Cartas (2013),Comedy|Romance,267
200 Cigarettes,"200 Cigarettes A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses. It's 11:59 on New Years Eve... do you know where your date is?",268
200 Cigarettes (1999),Comedy|Drama|Romance,269
200 M.P.H. (2011),Action|Adventure|Drama,270
200 Motels (1971),Comedy|Fantasy|Music,271
2001 Maniacs (2005),Comedy|Horror,272
2001: A Space Odyssey,"2001: A Space Odyssey Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer. An epic drama of adventure and exploration",273
2001: A Space Odyssey (1968),Adventure|Sci-Fi,274
2009: Lost Memories (2002),Action|Drama|Sci-Fi,275
2010 (1984),Adventure|Mystery|Sci-Fi,276
2010: Moby Dick (2010),Action|Adventure|Thriller,277
2012 (2009),Action|Adventure|Sci-Fi,278
2012: Ice Age (2011),Action|Sci-Fi,279
2012: Supernova (2009),Action|Sci-Fi,280
2012: Time for Change (2010),Documentary|Animation|News,281
2016: Obama's America,"2016: Obama's America 2016: Obama's America takes audiences on a gripping visual journey into the heart of the worlds most powerful office to reveal the struggle of whether one man's past will redefine America over the next four years. The film examines the question, ""If Obama wins a second term, where will we be in 2016?""  Across the globe and in America, people in 2008 hungered for a leader who would unite and lift us from economic turmoil and war. True to Americas ideals, they invested their hope in a new kind of president, Barack Obama. What they didn't know is that Obama is a man with a past, and in powerful ways that past defines him--who he is, how he thinks, and where he intends to take America and the world. Immersed in exotic locales across four continents, best selling author Dinesh DSouza races against time to find answers to Obama's past and reveal where America will be in 2016. Love Him, Hate Him, You Don't Know Him",282
2016: Obama's America (2012),Documentary,283
2019: After the Fall of New York (1983),Action|Horror|Sci-Fi,284
2033 (2009),Adventure|Sci-Fi,285
2046 (2004),Drama|Romance|Sci-Fi,286
2047: Sights of Death (2014),Action|Sci-Fi|Thriller,287
2061: Un anno eccezionale (2007),Comedy,288
2081 (2009),Short|Action|Sci-Fi,289
2084: Video clip pour une r??flexion syndicale et pour le plaisir (1984),Documentary|Short,290
20th Century Boys 1: Beginning of the End (2008),Adventure|Fantasy|Mystery,291
21 & Over,"21 & Over Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan. Finally.",292
21 & Over (2013),Comedy,293
21 (2008),Crime|Drama|Thriller,294
21 (2008),Crime|Drama|Thriller,295
21 Grams,"21 Grams This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English ??migr??, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever. How much does life weigh?",296
21 Grams (2003),Crime|Drama|Thriller,297
21 Hours at Munich (1976),Drama|History|Sport,298
21 Jump Street,"21 Jump Street In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs. They thought the streets were mean. Then they went back to high school.",299
21 Jump Street (2012),Action|Comedy|Crime,300
21 tapaa pilata avioliitto (2013),Comedy,301
21 Up (1977),Documentary|Biography,302
21 Years: Richard Linklater (2014),Documentary|Biography,303
2103: The Deadly Wake (1997),Drama|Sci-Fi|Thriller,304
21-87 (1964),Documentary|Short,305
